model_name,sample_id,texto,token_index,entropy_bits,surprisal_bits
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,7,9.599700088636114,9.193812777432644
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,8,9.181906074548111,4.845959624910281
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,9,8.378986494868796,10.240773674894475
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,10,6.975121008961033,4.645587109938946
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,11,6.773708686882581,3.0648701443224486
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,12,6.037980665103555,2.574291352562796
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,13,7.58798668875548,2.8344746179899922
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,14,8.582008574559325,17.969839795944527
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,15,8.744121485054418,5.541104900565211
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,16,7.635455964185425,12.983118906643769
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,17,7.22177577510606,11.001928299707663
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,18,6.48595144304255,2.7341175817320176
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,19,8.226327126726328,7.1537683315100775
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,20,6.70152963210727,3.3142246941207194
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,21,0.7153150139871551,5.741538641360254
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,22,5.0869719842458005,2.8439068344939122
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,23,7.141194335940196,11.58949533156019
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,24,2.6000701760659237,0.3990361243323735
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,25,1.2770164140935312,0.2306329698798039
gpt2,1,La optimización convexa ofrece garantías de optimalidad global bajo ciertas condiciones.,26,7.23653807792552,4.010037606426298
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,0,11.949061523510874,16.756363232125516
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,1,8.66481890888037,6.9917854398990364
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,2,8.197449175854652,8.956681722561797
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,3,7.179128205275704,10.057253739881187
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,4,4.3805938337324175,0.7790754750070684
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,5,9.038732581496634,7.911245967247818
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,6,8.885733375636061,12.47541649026831
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,7,8.59006080227272,7.744994466242362
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,8,5.454659540935529,7.996845172235256
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,9,7.878607787697678,7.1661909823472
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,10,9.600535236388705,12.207885782030953
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,11,7.13298869970223,3.2268908721166802
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,12,8.91231570208402,4.60661721711464
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,13,8.627587416690986,3.3195554683668633
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,14,10.617810552450408,11.278859579641182
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,15,8.512954788515492,16.98926764136876
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,16,0.6842495297878297,0.09842056535383789
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,17,6.47392779195543,9.019217366137928
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,18,4.487093058383307,1.1993295289330137
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,19,8.840090555958279,6.790421272962825
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,20,6.978879173847687,12.380989759777387
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,21,7.857931345480347,4.3082128713249945
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,22,7.203384638353395,5.798851859760285
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,23,8.807504659134,6.148612976819979
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,24,10.1143244627435,6.612979204831028
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,25,3.3096802245543206,7.48037714411062
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,26,7.558819119099751,9.87882930684766
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,27,3.967829624251548,6.199805332675802
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,28,2.1502825734032136,0.36719009687210724
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,29,6.708832703393509,17.197691352157587
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,30,7.257351418332937,5.27517019132786
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,31,5.531564678956549,6.060086627114857
gpt2,2,El aprendizaje por refuerzo se basa en la interacción entre un agente y su entorno mediante recompensas.,32,6.3616740278066715,2.72919457835107
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,0,12.219850271086177,22.689404211256203
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,1,8.553061830627303,21.758980821810823
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,2,6.867849238242469,7.996071938236976
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,3,7.52343609644184,22.807355416662748
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,4,5.656484965341353,4.963543131409279
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,5,4.588267700163484,4.7579320248926615
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,6,3.5734448567030843,0.619645708843748
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,7,7.405253746352539,11.610588659723211
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,8,10.344284529003971,11.266570387341128
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,9,6.919600881678898,9.70761576239951
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,10,7.441696182139764,4.0546502500254125
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,11,8.642538212495792,10.823918000897415
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,12,3.956682396753224,0.7579221248988955
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,13,4.334039849970364,6.814182396006031
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,14,8.344479895799681,4.340439324408969
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,15,8.106677420659866,3.3362618630716763
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,16,11.122296205324128,8.998431542954648
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,17,6.495759957586558,2.5222464787066454
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,18,2.3889385984392617,7.970336454361865
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,19,0.6157806137439199,0.07486074800346718
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,20,0.5370121296921264,0.10927098304351952
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,21,6.840184796955281,1.9412240746500515
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,22,7.979197688464921,12.372540596105798
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,23,7.8817172340252775,6.26438137842177
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,24,6.547555628581608,7.3484361819522945
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,25,6.353667203513102,4.914522916433852
gpt2,3,Las redes neuronales convolucionales son ampliamente utilizadas en el procesamiento de imágenes.,26,8.281093969997684,3.3486033380975915
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,0,12.172597693796318,11.991689831284333
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,1,10.941966892449646,7.50519148890771
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,2,10.438822016322051,8.599168315531811
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,3,9.319931782893963,6.839377166426829
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,4,8.606089585333134,9.212125490096517
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,5,8.578076363229997,15.592910230067062
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,6,7.197781443588284,10.47946495637395
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,7,5.500125906413526,2.862544250402613
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,8,7.785840345822279,7.129337164059111
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,9,8.022179592568554,4.830460204449223
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,10,7.227616305929361,15.126798722115058
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,11,8.659416589851467,13.479502112870042
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,12,6.45061038415145,7.228152891800053
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,13,8.926305458835804,5.180864880588446
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,14,9.878913922311884,3.964163642065756
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,15,11.406181087797332,11.042522396686717
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,16,1.8628751422750378,0.3212839072623597
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,17,7.783484871436062,2.7089191996755515
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,18,8.769806749995476,8.49685239688051
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,19,6.970465782567479,4.781623666944919
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,20,0.65867919225321,4.305757647001277
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,21,4.176236824705892,5.894946134033974
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,22,7.525265303916417,13.104688627024466
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,23,5.009802336907754,3.7378437605934467
gpt2,4,La eficiencia energética es un factor clave en el diseño de sistemas modernos.,24,6.824068646708229,3.1990203956137586
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,0,12.301032961599457,11.95718735979884
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,1,9.000553808866297,6.435683665917765
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,2,1.9461940292946849,3.0624338380903264
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,3,9.27230153170281,6.446720136588933
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,4,8.260547546664407,10.122846547059055
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,5,10.055906083829026,6.479168447292521
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,6,0.5226747100116229,16.63390470540516
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,7,8.977940842000251,3.1187261674748354
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,8,8.22122061785691,12.22257997972067
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,9,6.248814884726875,5.4255989444886366
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,10,2.5834279308898824,0.8038106217934355
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,11,8.993629099411956,14.021822573072376
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,12,5.840380166498826,8.77132432490669
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,13,2.4588557373904245,0.3496796832745104
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,14,8.380808823037338,15.405493168185222
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,15,4.984305564952041,1.9773213412569957
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,16,8.446738716210897,5.989390750720587
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,17,10.1791859996899,8.419185031750866
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,18,8.643122265578121,6.329701077150068
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,19,7.475988146860601,2.4262973577902844
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,20,1.5313447021547542,0.33053057598382996
gpt2,5,Los sistemas embebidos requieren controladores robustos y eficientes.,21,8.63549793070007,4.1399505491656505
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,0,11.949061523510874,17.12873181260643
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,1,9.727935856564253,11.17629050252781
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,2,8.969471040410559,7.956079092605338
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,3,8.376002939841628,7.551677711505324
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,4,2.7375481196687783,0.4535352766076618
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,5,0.3217109616822834,0.03279992923327684
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,6,2.6060164762195055,1.6725004947463096
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,7,8.66902078900625,12.97179694477217
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,8,6.790608390086964,4.334899763224678
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,9,6.137132102978981,10.54585920270484
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,10,8.195126034206798,15.403209238581764
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,11,6.387057291212814,6.928660927726351
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,12,8.3976245987081,4.543772348732258
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,13,9.690009554465382,12.473041753825196
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,14,3.0085351632405257,0.4687509256947962
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,15,1.832841296006913,1.8072451180790012
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,16,2.6205792791639646,0.6162122472019229
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,17,8.351516737942385,12.437269362445733
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,18,4.657617984297403,6.957786533615269
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,19,7.60848770866893,4.958509543183826
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,20,8.131343860377212,5.409229291814213
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,21,10.014001479050396,13.112122405125358
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,22,6.172170472404563,6.801280257538303
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,23,3.940000079619532,4.905098611131872
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,24,0.12135692409699958,0.01642507677089331
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,25,7.721214769072863,13.38430627596446
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,26,7.619874336017255,2.825543214965385
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,27,8.135515471556541,5.203250142424749
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,28,7.719273428909924,9.707934962199511
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,29,9.62756953324313,9.424402988125879
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,30,7.218873395890099,6.812009911160332
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,31,7.051027959676446,6.743200340480726
gpt2,6,El transporte público sustentable depende de políticas integradas y planificación urbana adecuada.,32,7.897411682812414,3.4385038291831074
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,0,12.172597693796318,18.391898979773927
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,1,10.617734880084027,10.5037131342844
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,2,10.008928678780547,6.727847105272901
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,3,8.84452977214235,17.28862064346056
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,4,8.815618800601708,8.586020585838652
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,5,8.692756458617128,6.72488487609444
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,6,4.8962944752689035,1.3523393117266136
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,7,9.773736212350226,8.98812427872314
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,8,9.513718394233159,3.6843351423958026
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,9,1.9027009927526877,0.2967611160541454
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,10,10.296207810851179,6.275304340543369
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,11,9.670323044386418,5.666051672278249
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,12,11.012991599672365,10.462987642560087
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,13,7.094465273839564,4.673391201138634
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,14,9.629714500864692,3.457500688832112
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,15,9.743797472488028,17.381974202210102
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,16,8.829610621145303,5.209110279270249
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,17,9.46290783986225,4.9631190221922505
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,18,10.088468591012786,7.742617666007438
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,19,7.107078481453843,4.975506932533899
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,20,0.37506363461125747,0.06453358752903564
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,21,9.136958064779813,9.622917746502594
gpt2,7,La inteligencia artificial puede mejorar la toma de decisiones en tiempo real.,22,6.31569068248018,6.222365328885382
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,0,12.172597693796318,17.884437339109677
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,1,6.2344584609634515,4.964772807362948
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,2,9.258725909174304,4.610871379966382
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,3,7.460661053015708,6.232488915645771
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,4,10.895304559617548,7.520997382452605
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,5,8.164569532662702,4.8733722835966065
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,6,6.201666872888741,2.872121620263861
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,7,0.2428181341739161,0.026580343273016394
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,8,0.6093036181254384,0.1261646991018694
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,9,6.792815271462835,4.591148409565435
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,10,7.775243462806716,4.938850550329
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,11,10.781573120532578,11.457480072896692
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,12,4.040885790546259,1.0291675724035643
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,13,2.3353070126462505,1.0685103236149402
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,14,0.09300622903720632,0.009070511460480653
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,15,6.7799537209007115,7.917468987486638
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,16,6.565816058519618,17.115939055104647
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,17,1.1842806170258908,10.351871027698833
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,18,6.767844078488159,1.8124441536145839
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,19,10.411966581424522,14.979928290000634
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,20,0.6571740860841842,0.11587346150363682
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,21,0.009726079094244333,0.0009808275548585654
gpt2,8,La gestión del conocimiento en las organizaciones es fundamental para la innovación.,22,4.979163971621846,4.043458651003166
